ORDER_ID,INVOICE_DATE,YEAR,MONTH,PRODUCT_NAME,PRICE_PER_UNIT,UNITS_SOLD,SALES_DOLLARS,OPERATING_MARGIN,SALES_METHOD,RETAILER,REGION,STATE,CITY
639,2020-05-20,2020,5,Men's Street Footwear,65.0,700.0,45500.0,0.4,In-store,Amazon,Northeast,Vermont,Burlington
645,2020-05-26,2020,5,Men's Street Footwear,40.0,450.0,18000.0,0.3,In-store,Amazon,Northeast,Vermont,Burlington
651,2020-06-01,2020,6,Men's Street Footwear,40.0,550.0,22000.0,0.3,In-store,Amazon,Northeast,Vermont,Burlington
657,2020-06-07,2020,6,Men's Street Footwear,50.0,575.0,28750.0,0.3,In-store,Amazon,Northeast,Vermont,Burlington
663,2020-06-13,2020,6,Men's Street Footwear,70.0,550.0,38500.0,0.3,In-store,Amazon,Northeast,Vermont,Burlington
669,2020-06-19,2020,6,Men's Street Footwear,60.0,550.0,33000.0,0.3,In-store,Amazon,Northeast,Vermont,Burlington
675,2020-06-25,2020,6,Men's Street Footwear,75.0,750.0,56250.0,0.3,In-store,Amazon,Northeast,Vermont,Burlington
681,2020-07-01,2020,7,Men's Street Footwear,80.0,825.0,66000.0,0.3,In-store,Amazon,South,Alabama,Birmingham
687,2020-07-07,2020,7,Men's Street Footwear,85.0,775.0,65875.0,0.3,In-store,Amazon,South,Alabama,Birmingham
693,2020-07-13,2020,7,Men's Street Footwear,70.0,600.0,42000.0,0.3,In-store,Amazon,Southeast,Kentucky,Louisville
699,2020-07-19,2020,7,Men's Street Footwear,60.0,550.0,33000.0,0.3,In-store,Amazon,Southeast,Kentucky,Louisville
705,2020-07-25,2020,7,Men's Street Footwear,60.0,600.0,36000.0,0.3,In-store,Amazon,Southeast,Kentucky,Louisville
711,2020-07-31,2020,7,Men's Street Footwear,80.0,750.0,60000.0,0.3,In-store,Amazon,Southeast,Kentucky,Louisville
717,2020-08-06,2020,8,Men's Street Footwear,45.0,1050.0,47250.0,0.45,In-store,Amazon,Southeast,Kentucky,Louisville
723,2020-08-12,2020,8,Men's Street Footwear,45.0,1100.0,49500.0,0.45,In-store,Amazon,Southeast,Kentucky,Louisville
729,2020-08-18,2020,8,Men's Street Footwear,45.0,1070.0,48150.0,0.45,In-store,Amazon,Southeast,Kentucky,Louisville
735,2020-04-24,2020,4,Men's Street Footwear,45.0,1025.0,46125.0,0.45,In-store,Amazon,Southeast,Kentucky,Louisville
741,2020-04-24,2020,4,Men's Street Footwear,55.0,1070.0,58850.0,0.45,In-store,Amazon,Southeast,Kentucky,Louisville
747,2020-04-24,2020,4,Men's Street Footwear,60.0,1075.0,64500.0,0.45,In-store,Amazon,Southeast,Kentucky,Louisville
753,2020-09-11,2020,9,Men's Street Footwear,65.0,1150.0,74750.0,0.45,In-store,Amazon,Southeast,Kentucky,Louisville
759,2020-09-17,2020,9,Men's Street Footwear,65.0,1125.0,73125.0,0.45,In-store,Amazon,Southeast,Kentucky,Louisville
765,2020-09-23,2020,9,Men's Street Footwear,55.0,1050.0,57750.0,0.45,In-store,Amazon,Southeast,Kentucky,Louisville
771,2020-09-29,2020,9,Men's Street Footwear,60.0,1000.0,60000.0,0.45,In-store,Amazon,Southeast,Kentucky,Louisville
777,2020-10-05,2020,10,Men's Street Footwear,60.0,975.0,58500.0,0.45,In-store,Amazon,Southeast,Kentucky,Louisville
783,2020-05-24,2020,5,Men's Street Footwear,65.0,1075.0,69875.0,0.45,In-store,Amazon,Southeast,Kentucky,Louisville
789,2020-10-17,2020,10,Men's Street Footwear,35.0,450.0,15750.0,0.35,In-store,Amazon,Southeast,Kentucky,Louisville
795,2020-10-23,2020,10,Men's Street Footwear,35.0,500.0,17500.0,0.35,In-store,Amazon,Southeast,Kentucky,Louisville
801,2020-10-29,2020,10,Men's Street Footwear,40.0,445.0,17800.0,0.35,In-store,Amazon,Southeast,North Carolina,Charlotte
807,2020-11-04,2020,11,Men's Street Footwear,40.0,400.0,16000.0,0.35,In-store,Amazon,Southeast,North Carolina,Charlotte
813,2020-11-10,2020,11,Men's Street Footwear,50.0,445.0,22250.0,0.35,In-store,Amazon,Southeast,North Carolina,Charlotte
819,2020-11-16,2020,11,Men's Street Footwear,45.0,425.0,19125.0,0.35,Ootlet,Amazon,Southeast,North Carolina,Charlotte
825,2020-11-22,2020,11,Men's Street Footwear,50.0,550.0,27500.0,0.35,Ootlet,Amazon,West,Alaska,Anchorage
831,2020-11-28,2020,11,Men's Street Footwear,50.0,525.0,26250.0,0.35,Ootlet,Amazon,West,Alaska,Anchorage
837,2020-12-04,2020,12,Men's Street Footwear,45.0,450.0,20250.0,0.35,Ootlet,Amazon,West,Alaska,Anchorage
843,2020-12-10,2020,12,Men's Street Footwear,45.0,375.0,16875.0,0.35,Ootlet,Amazon,West,Alaska,Anchorage
849,2020-12-16,2020,12,Men's Street Footwear,50.0,350.0,17500.0,0.35,Ootlet,Amazon,West,Alaska,Anchorage
855,2020-12-22,2020,12,Men's Street Footwear,55.0,475.0,26125.0,0.35,Ootlet,Amazon,West,Alaska,Anchorage
861,2020-12-28,2020,12,Men's Street Footwear,35.0,475.0,16625.0,0.45,Ootlet,Amazon,West,Alaska,Anchorage
867,2021-01-03,2021,1,Men's Street Footwear,35.0,525.0,18375.0,0.45,Ootlet,Amazon,West,Alaska,Anchorage
873,2021-01-09,2021,1,Men's Street Footwear,35.0,575.0,20125.0,0.45,Ootlet,Amazon,West,Alaska,Anchorage
879,2021-01-15,2021,1,Men's Street Footwear,45.0,575.0,25875.0,0.45,Ootlet,Amazon,West,Alaska,Anchorage
885,2021-01-21,2021,1,Men's Street Footwear,40.0,575.0,23000.0,0.45,Ootlet,Amazon,West,Alaska,Anchorage
891,2021-01-27,2021,1,Men's Street Footwear,40.0,675.0,27000.0,0.45,Ootlet,Amazon,West,Alaska,Anchorage
897,2021-02-02,2021,2,Men's Street Footwear,40.0,750.0,30000.0,0.45,Ootlet,Amazon,West,Alaska,Anchorage
903,2021-02-08,2021,2,Men's Street Footwear,45.0,675.0,30375.0,0.45,Ootlet,Amazon,West,Alaska,Anchorage
909,2021-02-14,2021,2,Men's Street Footwear,45.0,600.0,27000.0,0.45,Ootlet,Amazon,West,Alaska,Anchorage
915,2021-02-20,2021,2,Men's Street Footwear,45.0,550.0,24750.0,0.45,Ootlet,Amazon,West,Alaska,Anchorage
921,2021-02-26,2021,2,Men's Street Footwear,40.0,575.0,23000.0,0.45,Ootlet,Amazon,West,Alaska,Anchorage
927,2021-03-04,2021,3,Men's Street Footwear,45.0,675.0,30375.0,0.45,Ootlet,Amazon,West,Alaska,Anchorage
933,2021-03-10,2021,3,Men's Street Footwear,20.0,700.0,14000.0,0.35,Ootlet,Amazon,West,Alaska,Anchorage
939,2021-03-16,2021,3,Men's Street Footwear,25.0,650.0,16250.0,0.35,Outlet,Amazon,West,Alaska,Anchorage
945,2021-03-22,2021,3,Men's Street Footwear,30.0,650.0,19500.0,0.4,Outlet,Amazon,West,Alaska,Anchorage
951,2021-03-28,2021,3,Men's Street Footwear,20.0,675.0,13500.0,0.4,Outlet,Foot Locker,South,Louisiana,New Orleans
957,2021-04-03,2021,4,Men's Street Footwear,15.0,725.0,10875.0,0.4,Outlet,Foot Locker,South,Louisiana,New Orleans
963,2021-04-09,2021,4,Men's Street Footwear,40.0,775.0,31000.0,0.4,Outlet,Foot Locker,Southeast,Georgia,Atlanta
969,2021-04-15,2021,4,Men's Street Footwear,40.0,825.0,33000.0,0.45,Outlet,Foot Locker,Southeast,Georgia,Atlanta
975,2021-04-21,2021,4,Men's Street Footwear,45.0,775.0,34875.0,0.45,Outlet,Foot Locker,Southeast,Virginia,Richmond
981,2021-04-27,2021,4,Men's Street Footwear,50.0,675.0,33750.0,0.45,Outlet,Foot Locker,Southeast,Virginia,Richmond
987,2021-05-03,2021,5,Men's Street Footwear,35.0,575.0,20125.0,0.45,Outlet,Foot Locker,Southeast,Virginia,Richmond
993,2021-05-09,2021,5,Men's Street Footwear,30.0,675.0,20250.0,0.45,Outlet,Foot Locker,Southeast,Virginia,Richmond
999,2021-05-15,2021,5,Men's Street Footwear,55.0,800.0,44000.0,0.45,Outlet,Foot Locker,Southeast,Virginia,Richmond
1005,2021-05-21,2021,5,Men's Street Footwear,35.0,425.0,14875.0,0.4,Outlet,Foot Locker,Southeast,Virginia,Richmond
1011,2021-05-27,2021,5,Men's Street Footwear,35.0,475.0,16625.0,0.4,Outlet,Foot Locker,Southeast,Virginia,Richmond
1017,2021-06-02,2021,6,Men's Street Footwear,40.0,420.0,16800.0,0.4,Outlet,Foot Locker,Southeast,Virginia,Richmond
1023,2021-06-08,2021,6,Men's Street Footwear,40.0,375.0,15000.0,0.4,Outlet,Foot Locker,Southeast,Virginia,Richmond
1029,2021-06-14,2021,6,Men's Street Footwear,45.0,420.0,18900.0,0.4,Outlet,Foot Locker,Southeast,Virginia,Richmond
1035,2021-06-20,2021,6,Men's Street Footwear,40.0,400.0,16000.0,0.4,Outlet,Foot Locker,Southeast,Virginia,Richmond
1041,2021-06-26,2021,6,Men's Street Footwear,45.0,550.0,24750.0,0.4,Outlet,Foot Locker,Southeast,Virginia,Richmond
1047,2021-07-02,2021,7,Men's Street Footwear,45.0,500.0,22500.0,0.4,Outlet,Foot Locker,Southeast,Virginia,Richmond
1053,2021-07-08,2021,7,Men's Street Footwear,40.0,400.0,16000.0,0.4,Outlet,Foot Locker,Southeast,Virginia,Richmond
1059,2021-07-14,2021,7,Men's Street Footwear,40.0,325.0,13000.0,0.4,Outlet,Foot Locker,Southeast,Virginia,Richmond
1065,2021-07-20,2021,7,Men's Street Footwear,40.0,300.0,12000.0,0.4,Outlet,Foot Locker,Southeast,Virginia,Richmond
1071,2021-07-26,2021,7,Men's Street Footwear,50.0,450.0,22500.0,0.4,Outlet,Foot Locker,Southeast,Virginia,Richmond
1077,2021-08-01,2021,8,Men's Street Footwear,20.0,675.0,13500.0,0.4,Outlet,Foot Locker,Southeast,Virginia,Richmond
1083,2021-08-07,2021,8,Men's Street Footwear,25.0,625.0,15625.0,0.4,Outlet,Foot Locker,Southeast,Virginia,Richmond
1089,2021-08-13,2021,8,Men's Street Footwear,30.0,625.0,18750.0,0.45,Outlet,Foot Locker,Southeast,Virginia,Richmond
1095,2021-08-19,2021,8,Men's Street Footwear,20.0,650.0,13000.0,0.45,Outlet,Foot Locker,Southeast,Virginia,Richmond
1101,2021-08-25,2021,8,Men's Street Footwear,10.0,700.0,7000.0,0.45,Outlet,Foot Locker,Southeast,Virginia,Richmond
1107,2021-08-31,2021,8,Men's Street Footwear,45.0,750.0,33750.0,0.45,Outlet,Foot Locker,Southeast,Virginia,Richmond
1113,2021-09-06,2021,9,Men's Street Footwear,45.0,825.0,37125.0,0.5,Outlet,Foot Locker,Southeast,Virginia,Richmond
1119,2021-09-12,2021,9,Men's Street Footwear,40.0,750.0,30000.0,0.5,Outlet,Foot Locker,Southeast,Virginia,Richmond
1125,2021-09-18,2021,9,Men's Street Footwear,55.0,625.0,34375.0,0.5,Outlet,Foot Locker,Southeast,Virginia,Richmond
1131,2021-09-24,2021,9,Men's Street Footwear,30.0,525.0,15750.0,0.5,Outlet,Foot Locker,Southeast,Virginia,Richmond
1137,2021-09-30,2021,9,Men's Street Footwear,20.0,625.0,12500.0,0.5,Outlet,Foot Locker,Southeast,Virginia,Richmond
1143,2021-10-06,2021,10,Men's Street Footwear,60.0,775.0,46500.0,0.5,Outlet,Foot Locker,Southeast,Virginia,Richmond
1149,2021-10-12,2021,10,Men's Street Footwear,40.0,450.0,18000.0,0.35,Outlet,Foot Locker,Southeast,Virginia,Richmond
1155,2021-10-18,2021,10,Men's Street Footwear,40.0,500.0,20000.0,0.35,Outlet,Foot Locker,West,Alaska,Anchorage
1161,2021-10-24,2021,10,Men's Street Footwear,40.0,470.0,18800.0,0.35,Outlet,Foot Locker,West,Alaska,Anchorage
1167,2021-10-30,2021,10,Men's Street Footwear,40.0,450.0,18000.0,0.35,Outlet,Foot Locker,West,Alaska,Anchorage
1173,2021-11-05,2021,11,Men's Street Footwear,55.0,495.0,27225.0,0.35,Outlet,Foot Locker,West,Arizona,Phoenix
1179,2021-11-11,2021,11,Men's Street Footwear,55.0,525.0,28875.0,0.35,Outlet,Foot Locker,West,Arizona,Phoenix
1185,2021-11-17,2021,11,Men's Street Footwear,55.0,550.0,30250.0,0.35,Outlet,Foot Locker,West,Arizona,Phoenix
1191,2021-12-21,2021,12,Men's Street Footwear,55.0,525.0,28875.0,0.35,Outlet,Foot Locker,West,Arizona,Phoenix
1197,2021-12-27,2021,12,Men's Street Footwear,55.0,450.0,24750.0,0.35,Outlet,Foot Locker,West,Arizona,Phoenix
1203,2021-10-19,2021,10,Men's Street Footwear,60.0,400.0,24000.0,0.35,Outlet,Foot Locker,West,Arizona,Phoenix
1209,2021-11-18,2021,11,Men's Street Footwear,65.0,375.0,24375.0,0.35,Outlet,Foot Locker,West,Arizona,Phoenix
1215,2021-12-17,2021,12,Men's Street Footwear,65.0,475.0,30875.0,0.35,Outlet,Foot Locker,West,Arizona,Phoenix
1221,2021-01-10,2021,1,Men's Street Footwear,35.0,375.0,13125.0,0.25,Outlet,Foot Locker,West,Arizona,Phoenix
1226,2021-02-22,2021,2,Men's Street Footwear,55.0,575.0,31625.0,0.35,Outlet,Foot Locker,West,Arizona,Phoenix
1232,2021-03-20,2021,3,Men's Street Footwear,55.0,545.0,29975.0,0.35,Outlet,Foot Locker,West,Arizona,Phoenix
1238,2021-04-21,2021,4,Men's Street Footwear,55.0,525.0,28875.0,0.35,Outlet,Foot Locker,West,Arizona,Phoenix
